post_id,external_post_id,platform_name,page_name,content_type,full_date,reach,engagement_count,engagement_rate,virality_score,caption,loaded_comment_count,positive_comment_count,sentiment_ratio
1359,Bk8hNuFlhhc,youtube,Trung Nguyên Legend,video,2019-09-15,2745,33,1.2022,0.0,Hành trình từ Trái tim đến với vùng sông nước Tiền Giang,1,0,0.0
1265,h8zLT-bAjzs,youtube,Trung Nguyên Legend,video,2021-07-09,1741,32,1.838,0.0,LATTE CHANH ĐÀO | Thức uống năng lượng tăng cường miễn dịch,4,1,25.0
1033,W__4lRqDzC8,youtube,Trung Nguyên Legend,video,2024-09-17,1669,32,1.9173,0.0,Mô hình nhượng quyền thành công Trung Nguyên E-Coffee ra mắt phiên bản mới,2,0,0.0
441,yD6GBvkPLQs,youtube,Trung Nguyên Legend,video,2026-02-17,894,32,3.5794,0.0,Quân Vương - Thuật cai trị từng bị 'nguyền rủa',2,1,50.0
907,mjMXZYvcPtY,youtube,Trung Nguyên Legend,video,2025-12-11,763,32,4.194,0.0,Sự minh triết trong một thế giới biến động,0,0,
100,UtIlpDqqwq0,youtube,Highlands Coffee Vietnam,video,2022-12-07,5828,32,0.5491,0.0,HIGHLANDS COFFEE® || LÀ CỦA CHÚNG MÌNH (Career at Highlands),0,0,
1108,l6HcHTFyKtA,youtube,Trung Nguyên Legend,video,2023-09-26,926,32,3.4557,0.0,Trung Nguyên Legend tham gia #wccindia2023 Hội nghị và triển lãm Cà phê thế giới 2023 tại Ấn Độ,1,0,0.0
1020,qiYd888a7a0,youtube,Trung Nguyên Legend,video,2024-10-05,879,31,3.5267,0.0,✨ Hướng dẫn pha chế thức uống sáng tạo Black Sesame Coffee cùng  #trungnguyenlegend,0,0,
484,qTuKETJZtBs,youtube,Trung Nguyên Legend,video,2025-02-25,530,31,5.8491,0.0,Khu đô thị thành phố Cà phê cất nóc Tổ hợp khách sạn & Trung tâm hội nghị The Coffee Boutique,4,1,25.0
511,cnUBT8IMht4,youtube,Trung Nguyên Legend,video,2024-11-10,1506,31,2.0584,0.0,CÀ PHÊ TRIẾT ĐẠO | Cà phê và con đường thịnh vượng từ nền kinh tế xanh,0,0,
139,8mRpPncqLAs,youtube,Highlands Coffee Vietnam,video,2019-11-04,2535,31,1.2229,0.0,ĐẠI TIỆC HIGHLANDS COFFEE 20 NĂM - GẮN KẾT NIỀM TỰ HÀO ĐẤT VIỆT,0,0,
1395,h5hdSvhsk1o,youtube,Trung Nguyên Legend,video,2019-05-23,1953,31,1.5873,0.0,Hành trình Từ Trái Tim đến với Trường THPT Vũng Tàu (22/05/2019 - Tp. Vũng Tàu),3,1,33.33
1127,2ld3lTcGA8k,youtube,Trung Nguyên Legend,video,2023-05-21,1215,31,2.5514,0.0,CÀ PHÊ TRIẾT ĐẠO | Hàng quán cà phê và hào khí dân tộc Hungary,1,1,100.0
564,7HgFnboPb_c,youtube,Cong Caphe,video,2018-08-15,3012,31,1.0292,0.0,CỘNG CÀ PHÊ - Nơi phải tới khi ghé Hà Nội! | CỘNG CAPHE,0,0,
1400,NCxEnExIV2g,youtube,Trung Nguyên Legend,video,2019-05-02,980,31,3.1633,0.0,Hạnh phúc của bạn là gì?,1,0,0.0
1112,_Ax9U9wK1Lc,youtube,Trung Nguyên Legend,video,2023-08-29,985,30,3.0457,0.0,CÀ PHÊ TRIẾT ĐẠO | Ấn Độ – Từ 7 Hạt Cà Phê Thiêng Đến Quốc Gia Cà Phê Bóng Râm,3,0,0.0
1314,Yv2IYbnbVDQ,youtube,Trung Nguyên Legend,video,2020-04-15,3046,30,0.9849,0.0,Hướng dẫn pha chế Cà phê Dalgona Quế Special Edition – Năng lượng tỉnh thức đặc biệt,3,2,66.67
451,qsh7sXCkXBs,youtube,Trung Nguyên Legend,video,2025-12-06,1175,30,2.5532,0.0,🧘‍♂️☕ Trải nghiệm nghi thức Thiền Cà Phê đặc biệt tại Vườn Zen 🌿,1,0,0.0
115,adZ4-9Rgcr0,youtube,Highlands Coffee Vietnam,video,2022-01-12,7272307,30,0.0004,0.0,HIGHLANDS COFFEE || TRÀ SEN VÀNG - TRÀ ĐI RỒI TÍNH - TVC 30s,0,0,
440,WEdKJvnyu_I,youtube,Trung Nguyên Legend,video,2026-03-09,493,30,6.0852,0.0,Giới thiệu sách “Điểm Bùng Phát” – Khi Một Thay Đổi Nhỏ Tạo Ra Làn Sóng Lớn,2,1,50.0
1235,KwLGIftFf8g,youtube,Trung Nguyên Legend,video,2021-12-29,803,30,3.736,0.0,MẬT MÃ THÀNH CÔNG | Đế chế La Mã - Từ thành bang nô lệ trở thành đế chế không có điểm kết thúc,2,0,0.0
1214,5tj0uCAa470,youtube,Trung Nguyên Legend,video,2022-01-15,794,30,3.7783,0.0,CÀ PHÊ TRIẾT ĐẠO | Thương mại cà phê xác lập vị thế cường quốc Hà Lan,3,0,0.0
1126,oJSAKftgHVk,youtube,Trung Nguyên Legend,video,2023-05-22,1071,30,2.8011,0.0,"Hành trình trải nghiệm Lối Sống Tỉnh Thức - Bà Lizia Zenaida Lu Lopez, Đại sứ quán Cộng hòa Panama",0,0,
813,6xS3R9tUikA,youtube,Trung Nguyên Legend,video,2026-04-27,2255,29,1.286,0.0,Cà phê Việt Nam trên tiến trình trở thành “Di sản sống chung của nhân loại”,1,0,0.0
921,EMlCnyhvBSg,youtube,Trung Nguyên Legend,video,2025-11-10,1207,29,2.4027,0.0,☕TRUNG NGUYÊN LEGEND GOLD - NĂNG LƯỢNG CHINH PHỤC THÀNH TỰU MỚI ✨,2,0,0.0
1330,aKUlI68jz2Y,youtube,Trung Nguyên Legend,video,2019-12-13,1301,29,2.2291,0.0,Hành Trình Từ Trái Tim đến với trường Đại học Kinh tế Kỹ thuật Bình Dương,3,0,0.0
1084,-OnM7Sic_FM,youtube,Trung Nguyên Legend,video,2023-12-27,1016,29,2.8543,0.0,"Hoa hậu, Á hậu thích thú với hương vị 3 nền văn minh cà phê",0,0,
448,tHAYLNPUuSo,youtube,Trung Nguyên Legend,video,2025-12-14,688,29,4.2151,0.0,Vì sao chỉ 3 thương hiệu được khách hàng nhớ đến?,1,0,0.0
1303,HMcRxaA8Yr4,youtube,Trung Nguyên Legend,video,2020-06-20,6016,29,0.482,0.0,Tuyệt phẩm cà phê Ý Cappuccino phiên bản khác biệt từ Trung Nguyên Legend,3,0,0.0
1388,5kS2SSfh6so,youtube,Trung Nguyên Legend,video,2019-06-10,1270,29,2.2835,0.0,Hành trình Từ Trái Tim đến với trường Cao đẳng Giao thông Vận tải Trung Ương III,3,0,0.0
1174,ny4sbAX48t0,youtube,Trung Nguyên Legend,video,2023-01-16,980,28,2.8571,0.0,MẬT MÃ THÀNH CÔNG | Văn minh Maya - Kho tàng trí tuệ bí ẩn,3,0,0.0
1159,31Ss700B6xU,youtube,Trung Nguyên Legend,video,2023-03-15,1519,28,1.8433,0.0,Du khách Lễ hội trải nghiệm không gian 3 nền văn minh cà phê và thưởng thức cà phê năng lượng,0,0,
504,ONvWBH_TGoc,youtube,Trung Nguyên Legend,video,2024-12-11,636,28,4.4025,0.0,Teaser: The Awakenings of Coffee - Con đường thức tỉnh từ cà phê #trungnguyenlegend #tlc,1,0,0.0
1211,7RPPVyL2sIQ,youtube,Trung Nguyên Legend,video,2022-02-21,1152,28,2.4306,0.0,CÀ PHÊ TRIẾT ĐẠO | Nghi lễ cà phê của người Ethiopia,1,0,0.0
1240,kWfUhD28-44,youtube,Trung Nguyên Legend,video,2021-12-11,834,28,3.3573,0.0,CÀ PHÊ TRIẾT ĐẠO | Cà phê thức tỉnh nhân tình: Đẳng Cấp Pháp,0,0,
152,Dwj-Jcow_94,youtube,Highlands Coffee Vietnam,video,2019-10-07,3271,28,0.856,0.0,HIGHLANDS COFFEE - 20 NĂM GẮN KẾT NIỀM TỰ HÀO ĐẤT VIỆT (Teaser),0,0,
140,IeQlyiMlAdo,youtube,Highlands Coffee Vietnam,video,2019-10-25,4703,28,0.5954,0.0,Highlands Coffee - 20 Năm Gắn Kết Niềm Tự Hào Đất Việt - 15 giây,1,0,0.0
1086,-opj0DI6FjM,youtube,Trung Nguyên Legend,video,2023-12-21,1162,28,2.4096,0.0,Teaser sự kiện chính thức ra mắt thương hiệu hệ sản phẩm mới G7 Gold,0,0,
1323,PMFEAp-C0eo,youtube,Trung Nguyên Legend,video,2020-01-14,1552,28,1.8041,0.0,Hành Trình Từ Trái Tim đến với trường Đại học Ngoại Ngữ - Đại học Huế,3,1,33.33
1356,S9ZMpi1xdgc,youtube,Trung Nguyên Legend,video,2019-09-17,1340,28,2.0896,0.0,Hành trình từ Trái tim: Thắp lửa khát vọng trên vùng đất mới Trà Vinh,3,0,0.0
1371,POnMnqwB3W4,youtube,Trung Nguyên Legend,video,2019-07-05,4843,28,0.5782,0.0,Hướng dẫn sử dụng máy tạo bọt sữa tự động Legendccino III,3,0,0.0
14,XvhaafMWWUo,youtube,Highlands Coffee Vietnam,video,2023-05-23,3236,28,0.8653,0.0,"MỚI! TRÀ TUYẾT HIGHLANDS - Ngon Sảng Khoái, Lạnh Cực Đã!!! #HighlandsCoffee #TraTuyetHighlands",0,0,
948,sDAzSEXb1MA,youtube,Trung Nguyên Legend,video,2025-06-20,1815,28,1.5427,0.0,CÀ PHÊ TRIẾT ĐẠO | Cà phê và những ý niệm giao hòa Đông – Tây,0,0,
1283,hqZLjbqYRTo,youtube,Trung Nguyên Legend,video,2020-10-02,1612,27,1.6749,0.0,Bí quyết tạo tác cà phê French Press - đặc biệt khác biệt cùng Trung Nguyên Legend,1,0,0.0
1197,A3QMwpGSX4w,youtube,Trung Nguyên Legend,video,2022-07-11,934,27,2.8908,0.0,CÀ PHÊ TRIẾT ĐẠO | Cà Phê Trong Tiến Trình Thăng Hoa Âm Nhạc Của Johann Sebastian Bach,0,0,
99,L32ythIdEss,youtube,Highlands Coffee Vietnam,video,2022-12-07,2563,27,1.0535,0.0,"Thay đổi Logo, nhiều sự thay đổi hướng đến cộng đồng #highlandscoffee #HighlandsLàCủaChúngMình",0,0,
480,Xp-QUDHuNmk,youtube,Trung Nguyên Legend,video,2025-03-11,3856,27,0.7002,0.0,Đặc sắc lễ khai mạc lễ hội cà phê Buôn Ma Thuột lần thứ 9 năm 2025,4,1,25.0
535,3NopcXhZ_YM,youtube,Trung Nguyên Legend,video,2024-04-10,1290,27,2.093,0.0,CÀ PHÊ TRIẾT ĐẠO | Cà phê - Năng lượng thăng hoa tư duy khoa học,0,0,
1244,4HDMtOgDfyA,youtube,Trung Nguyên Legend,video,2021-11-17,829,27,3.2569,0.0,"CÀ PHÊ TRIẾT ĐẠO | Đại Văn Hào Honoré De Balzac - Khi Tôi Uống Cà Phê, Các Ý Tưởng Xuất Hiện.",1,0,0.0
1179,wIiTUHXHnUw,youtube,Trung Nguyên Legend,video,2022-10-28,1488,27,1.8145,0.0,CÀ PHÊ TRIẾT ĐẠO | Margaret Thatcher – Cà phê và sự phục hồi kinh tế Vương Quốc Anh,1,1,100.0
1097,Lv2kW7Ym9uo,youtube,Trung Nguyên Legend,video,2023-10-23,873,27,3.0928,0.0,"Trung Nguyên E-Coffee sẽ sớm hiện diện tại Mộc Châu, Sơn La!",4,1,25.0
1239,smwxAt8FOd8,youtube,Trung Nguyên Legend,video,2021-12-13,972,27,2.7778,0.0,CÀ PHÊ TRIẾT ĐẠO | Beethoven - Cà phê và những bản giao hưởng khát vọng hạnh phúc,0,0,
1094,jgNEatLQZes,youtube,Trung Nguyên Legend,video,2023-11-15,1390,27,1.9424,0.0,CÀ PHÊ TRIẾT ĐẠO | Cà phê Tâm thức Viên - di sản văn hóa phi vật thể,2,1,50.0
474,fyG_LRYjR4U,youtube,Trung Nguyên Legend,video,2025-04-24,1962,26,1.3252,0.0,🍰 G7 Gold Motherland Tiramisu Cake – Vị ngọt cảm hứng - đậm đà chất Việt!,1,0,0.0
932,N3uv8Fdj11w,youtube,Trung Nguyên Legend,video,2025-10-08,683,26,3.8067,0.0,Giá trị bất biến của 'Chân - Thiện - Mĩ',1,0,0.0
922,2VlYeSho95U,youtube,Trung Nguyên Legend,video,2025-11-08,596,26,4.3624,0.0,Ăn uống đúng cách để khỏe mạnh và sống lâu,0,0,
1277,e5uIoSb28hk,youtube,Trung Nguyên Legend,video,2020-12-01,1495,26,1.7391,0.0,Cà phê G7 đen đá cam sả,1,1,100.0
1368,Cm5QvVoCU_4,youtube,Trung Nguyên Legend,video,2019-07-08,1053,26,2.4691,0.0,Hành trình Từ Trái Tim vùng biển đảo phía Nam và Tây Nam,2,0,0.0
1153,KNfgbHyMwm8,youtube,Trung Nguyên Legend,video,2023-03-22,1913,26,1.3591,0.0,Những dấu ấn của lễ hội cà phê Buôn Ma Thuột lần thứ 8 năm 2023,0,0,
494,WPlDXV3QRj8,youtube,Trung Nguyên Legend,video,2025-01-12,1208,26,2.1523,0.0,"CÀ PHÊ TRIẾT ĐẠO | Benjamin Franklin: ""Trong vô số những điều xa xỉ, cà phê có giá trị nhất""",0,0,
530,G2dGYYWHsJ0,youtube,Trung Nguyên Legend,video,2024-07-02,890,26,2.9213,0.0,Pink Guava Juice - Vị của ổi hồng chua chua ngọt ngọt hòa quyện với hương thơm đậm đà của cà phê G7,1,0,0.0
1269,5tZbwToDBcI,youtube,Trung Nguyên Legend,video,2021-03-16,1137,26,2.2867,0.0,Hướng dẫn pha chế cà phê LATTE NGHỆ,5,1,20.0
897,6zx_yBeJ7V8,youtube,Trung Nguyên Legend,video,2026-01-19,1023,26,2.5415,0.0,Bí mật của tự do và quyền lực,2,1,50.0
529,gPvT-5xdFGI,youtube,Trung Nguyên Legend,video,2024-07-02,4996,25,0.5004,0.0,Hoa hậu thế giới Miss World trải nghiệm Thiền Cà Phê Sữa Đá Trung Nguyên Legend,2,0,0.0
146,_QJFgyTfoL8,youtube,Highlands Coffee Vietnam,video,2019-10-18,6168,25,0.4053,0.0,Highlands Coffee 20 Năm - Cảm ơn nhân viên Highlands Coffee,1,0,0.0
1275,-ZRe_l0CQpg,youtube,Trung Nguyên Legend,video,2020-12-18,1042,25,2.3992,0.0,Hướng dẫn sáng tạo món ăn năng lượng đặc biệt: Rau Câu Cà Phê Trung Nguyên Legend Classic,3,2,66.67
1276,PkNM3mdV6Lk,youtube,Trung Nguyên Legend,video,2020-12-01,1705,25,1.4663,0.0,Hướng dẫn pha chế Dalgona Coffee tuyệt ngon cho một ngày tuyệt vời!,3,0,0.0
547,mk24uycWo6k,youtube,Cong Caphe,video,2019-07-24,5627,25,0.4443,0.0,CỐT DỪA BẠC HÀ - CỐT DỪA SẦU RIÊNG | COCONUT MILK W. COFFEE | CỘNG CAPHE,1,1,100.0
492,wfV-vH9sLZ4,youtube,Trung Nguyên Legend,video,2025-01-16,1395,25,1.7921,0.0,CÀ PHÊ TRIẾT ĐẠO | Phương Tây và sự thiết lập văn hóa cà phê mới,0,0,
1023,BsnbMthzqQU,youtube,Trung Nguyên Legend,video,2024-09-28,554,25,4.5126,0.0,Phim về cà phê Robusta Việt Nam lần đầu tiên lên sóng Bloomberg,0,0,
1227,T-2VJSrDOlE,youtube,Trung Nguyên Legend,video,2021-12-29,599,25,4.1736,0.0,MẬT MÃ THÀNH CÔNG | Đế quốc Pháp - Từ lãnh thổ liên minh đến Đế quốc cường thịnh,2,0,0.0
1251,OfyIWb9Sz7M,youtube,Trung Nguyên Legend,video,2021-11-04,775,24,3.0968,0.0,CÀ PHÊ TRIẾT ĐẠO | Cà phê trong quá trình thức tỉnh sáng tạo của danh họa huyền thoại Picasso,2,0,0.0
1218,8PdHyIupsFM,youtube,Trung Nguyên Legend,video,2021-12-29,1101,24,2.1798,0.0,CÀ PHÊ TRIẾT ĐẠO | Wolfgang Amadeus Mozart và tình yêu cà phê của một thiên tài âm nhạc,0,0,
172,XMBAs91LB_g,youtube,Highlands Coffee Vietnam,video,2018-12-03,2252,24,1.0657,0.0,"Highlands Coffee tự hào sinh ra từ Đất Việt - NƠI CAO NÀO Ở DÁNG VÓC, MÀ LÀ Ở GÓC NHÌN RỘNG MỞ!",1,0,0.0
1083,ib0YHzye5oo,youtube,Trung Nguyên Legend,video,2023-12-28,1092,24,2.1978,0.0,Hoa hậu Hòa bình Quốc tế 2022 - Isabella Menin: khám phá hệ sản phẩm mới G7 Gold,0,0,
438,m9Y1-_B0MI4,youtube,Trung Nguyên Legend,video,2026-03-24,1939,24,1.2378,0.0,📚🌍 Hành Trình Từ Trái Tim chính thức khởi hành ❤️,1,0,0.0
1198,iSehzAMFtUk,youtube,Trung Nguyên Legend,video,2022-06-25,1093,24,2.1958,0.0,Chuyện kể 3 Nền Văn Minh Cà Phê - Teaser,1,0,0.0
527,_3WcsAO2ZY0,youtube,Trung Nguyên Legend,video,2024-07-17,855,24,2.807,0.0,"✨ Khai trương không gian Thế Giới Cà Phê Trung Nguyên Legend thứ 5 tại Thượng Hải, Trung Quốc ✨",0,0,
1146,MsiJ0qnCsXI,youtube,Trung Nguyên Legend,video,2023-04-18,783,24,3.0651,0.0,Hành trình trải nghiệm Lối Sống Tỉnh Thức - Nhạc sĩ Dương Thụ,0,0,
510,kgjU5WiOB-M,youtube,Trung Nguyên Legend,video,2024-11-12,1093,24,2.1958,0.0,Thế Giới Cà Phê Trung Nguyên Legend chính thức hiện diện tại Sân bay quốc tế Tân Sơn Nhất ✈️,0,0,
160,QYoQwGw2WEA,youtube,Highlands Coffee Vietnam,video,2019-07-09,1114021,24,0.0022,0.0,HIGHLANDS COFFEE ĐÓN TRĂM CHUYỆN ĐẬM ĐÀ MỖI NGÀY ♥️,0,0,
518,pz36OIANVcU,youtube,Trung Nguyên Legend,video,2024-09-25,951,24,2.5237,0.0,✨ Pha chế món uống sáng tạo Caramel Popcorn Coffee cùng Trung Nguyên Legend ⭐,0,0,
467,MP0zcLJaYKw,youtube,Trung Nguyên Legend,video,2025-08-12,518,24,4.6332,0.0,Hành trình tỉnh thức của Nghệ sĩ múa Chu Khiết Tĩnh: Bản thi ca năng lượng từ vũ điệu và cà phê,0,0,
469,2tG7WTeaUIE,youtube,Trung Nguyên Legend,video,2025-08-05,2003,23,1.1483,0.0,☕ Thế Giới Cà Phê Trung Nguyên Legend khai trương tại Portland (Mỹ),2,1,50.0
505,ft6ZsRD4KEA,youtube,Trung Nguyên Legend,video,2024-12-09,409,23,5.6235,0.0,☕Hướng dẫn pha chế Cà Phê Mía cho 1 tuần mới tràn đầy năng lượng sáng tạo,0,0,
1293,xa1WnvBdzFM,youtube,Trung Nguyên Legend,video,2020-09-05,1990,23,1.1558,0.0,Cà Phê Phin Giấy Trung Nguyên Legend Sơ Ri Cam Sả,5,2,40.0
1347,SX2x99eKJZ8,youtube,Trung Nguyên Legend,video,2019-09-23,723,23,3.1812,0.0,Hành trình từ Trái Tim tặng sách đổi đời trên vùng đất kiên cường Hậu Giang,1,0,0.0
927,RHFHG6KuHbU,youtube,Trung Nguyên Legend,video,2025-10-29,980,23,2.3469,0.0,Cà Phê Trong Cách Vận Hành Của Quyền Lực Mềm,1,0,0.0
1358,OY9_ZFmUtQ4,youtube,Trung Nguyên Legend,video,2019-09-16,922,23,2.4946,0.0,Hành trình từ Trái tim đến với vùng sông nước Tiền Giang 2,1,0,0.0
125,R7f7p2JfaxI,youtube,Highlands Coffee Vietnam,video,2020-01-16,3107,23,0.7403,0.0,HIGHLANDS COFFEE x HUỲNH LẬP || Tết Ngưng Cà Khịa - Chuyện Thêm Bùi Tai || Lương thưởng trước Tết,0,0,
569,XGRq1JYQbXM,youtube,Cong Caphe,video,2018-06-20,3045,23,0.7553,0.0,CỘNG - HỒ CON RÙA | MỜI BẠN GHÉ CỘNG | CỘNG CAPHE,0,0,
1232,vdGkmctdJzA,youtube,Trung Nguyên Legend,video,2021-12-29,524,23,4.3893,0.0,MẬT MÃ THÀNH CÔNG | Ấn Độ - Từ “khu ổ chuột” trở thành “Quốc gia khởi nghiệp”,2,1,50.0
471,2y-iQSDHwVk,youtube,Trung Nguyên Legend,video,2025-06-22,1197,23,1.9215,0.0,CÀ PHÊ TRIẾT ĐẠO | Lược sử kinh tế cà phê,1,0,0.0
462,L07BMIdgD0g,youtube,Trung Nguyên Legend,video,2025-09-17,912,23,2.5219,0.0,"✨🎉Trung Nguyên Legend mang hương vị cà phê Việt Nam lan tỏa tại thành phố Houston, Texas, Hoa Kỳ.",0,0,
19,gsA7gZqt36Y,youtube,Highlands Coffee Vietnam,video,2023-01-13,1883,23,1.2215,0.0,Bạn có “bí mật” gì trên lịch sử tìm kiếm của mình không 😈 #highlandscoffee,0,0,
131,1Za9MSFN1W0,youtube,Highlands Coffee Vietnam,video,2019-11-20,6268,23,0.3669,0.0,Highlands Coffee - Green Tea Freeze,2,0,0.0
1264,KwFmf7YErgg,youtube,Trung Nguyên Legend,video,2021-07-17,1514,23,1.5192,0.0,LATTE DƯA HẤU | Cà phê Năng lượng Thiện Lành,0,0,
1312,7WV5nrSQ0so,youtube,Trung Nguyên Legend,video,2020-05-28,1335,23,1.7228,0.0,Khai trương không gian Trung Nguyên Legend 88 Đại Lộ Lenin - Nghệ An,2,0,0.0
1360,rPBLeZbsQGE,youtube,Trung Nguyên Legend,video,2019-09-13,764,22,2.8796,0.0,Hành trình từ Trái tim đánh thức Khát vọng khởi nghiệp trên đất Tây Ninh.,5,1,20.0
443,uhIb6yXTifo,youtube,Trung Nguyên Legend,video,2026-02-06,444,22,4.955,0.0,Xây Dựng Xã Hội Học Tập,3,0,0.0
1305,Oa9BiYcjqTc,youtube,Trung Nguyên Legend,video,2020-06-03,2194,22,1.0027,0.0,[Hướng dẫn pha chế] Cà phê năng lượng Sữa Gừng Quế,2,1,50.0
1147,ontedL3niVA,youtube,Trung Nguyên Legend,video,2023-04-13,1097,22,2.0055,0.0,TRẢI NGHIỆM 3 NỀN VĂN MINH CÀ PHÊ THẾ GIỚI TẠI TRIỂN LÃM QUỐC TẾ CAFE SHOW VIỆT NAM 2023,1,1,100.0
1144,x86m9vDSlQ0,youtube,Trung Nguyên Legend,video,2023-04-20,549,22,4.0073,0.0,Hành trình trải nghiệm Lối Sống Tỉnh Thức - Nhà báo Hoài Thu - VTC9,3,0,0.0
1015,1wKSwbTcW7U,youtube,Trung Nguyên Legend,video,2024-11-02,1458,22,1.5089,0.0,Khách hàng ấn tượng với mô hình Trung Nguyên E-Coffee phiên bản mới 2024,1,0,0.0
126,Vz3WvI9upxQ,youtube,Highlands Coffee Vietnam,video,2020-01-08,6131126,22,0.0004,0.0,"Highlands Coffee - Trà Sen Vàng Mới. Tết Thêm Sen Vàng, Chuyện Thêm Bùi Tai",2,0,0.0
1101,itoO8kvWwTg,youtube,Trung Nguyên Legend,video,2023-10-05,1539,21,1.3645,0.0,CÀ PHÊ TRIẾT ĐẠO | Jamaica - sự quyến rũ của vùng nguyên liệu cà phê nơi cao nhất thế giới,1,1,100.0
5,mBLSRgGqf8k,youtube,Highlands Coffee Vietnam,video,2024-07-02,2192,21,0.958,0.0,"PhinDi Cassia - Quế Ấm Phin Êm, Phong Vị Độc Đáo! Thử Ngay!",0,0,
20,BK4gPSBs3OE,youtube,Highlands Coffee Vietnam,video,2023-01-11,1704,21,1.2324,0.0,Gọi bạn thân và nói lời ❤️. Bạn có dám?! “Thật Hay Thách” tại Highlands nhé #highlandscoffee,0,0,
123,tjU66YtG-vU,youtube,Highlands Coffee Vietnam,video,2020-01-27,2244,21,0.9358,0.0,HIGHLANDS COFFEE x HUỲNH LẬP || Tết Ngưng Cà Khịa - Chuyện Thêm Bùi Tai || Cà khịa cân nặng sau Tết,1,0,0.0
221,T1jKuO2lJcw,youtube,Phuc Long,video,2019-08-02,898,21,2.3385,0.0,TRỌN VỊ BÁNH - ĐẬM VỊ TRÀ - ĐÓN THU SANG,0,0,
458,XlfYfZeznUs,youtube,Trung Nguyên Legend,video,2025-10-31,540,21,3.8889,0.0,CÀ PHÊ TRIẾT ĐẠO | Đi Tìm Nguồn Gốc Sự Giàu Có Từ Quán Cà Phê,3,0,0.0
482,z0vEMn_P3Tk,youtube,Trung Nguyên Legend,video,2025-03-10,8090,21,0.2596,0.0,Tổng duyệt Lễ Hội Đường Phố và Chương trình khai mạc Lễ hội Cà phê Buôn Ma Thuột 2025,0,0,
916,_0BcUq1CE5w,youtube,Trung Nguyên Legend,video,2025-11-26,499,21,4.2084,0.0,Làm việc khoa học quan trọng ra sao?,0,0,
1031,l2TDuMRsdTs,youtube,Trung Nguyên Legend,video,2024-09-17,1420,21,1.4789,0.0,Mô hình nhượng quyền thành công Trung Nguyên E-Coffee ra mắt phiên bản mới (2/2),0,0,
1129,TMQ-eJgf4rc,youtube,Trung Nguyên Legend,video,2023-05-18,1069,21,1.9645,0.0,CÀ PHÊ TRIẾT ĐẠO | Cà phê phong cách Ý từ tách Espresso đến ấm Moka,0,0,
1154,tRKyCSYPCfw,youtube,Trung Nguyên Legend,video,2023-03-19,689,21,3.0479,0.0,Lễ Hội Cà Phê Buôn Ma Thuột 2023 #6,2,0,0.0
1268,a5ekeOpIf9g,youtube,Trung Nguyên Legend,video,2021-03-18,1045,21,2.0096,0.0,COLDBREW THƠM XOÀI | Vitamin tự nhiên giúp thanh nhiệt mỗi ngày,2,1,50.0
1291,zGb2zX17Wyw,youtube,Trung Nguyên Legend,video,2020-09-23,2148,21,0.9777,0.0,"Cà phê Năng Lượng Legend Passiona với khổ qua – sẻ chia bí quyết tươi trẻ, thanh mát cơ thể",2,1,50.0
1335,EMDUBIc-kA8,youtube,Trung Nguyên Legend,video,2019-11-19,844,21,2.4882,0.0,Hành Trình Từ Trái Tim đến với trường Cao đẳng Công nghệ cao Đồng An,1,0,0.0
1338,wb3ctSm4zqM,youtube,Trung Nguyên Legend,video,2019-11-14,1348,21,1.5579,0.0,Hành Trình Từ Trái Tim đến với trường Đại học Nội Vụ Hà Nội,0,0,
1343,LwgZf_-wM9o,youtube,Trung Nguyên Legend,video,2019-09-25,935,21,2.246,0.0,Các người đẹp hoa hậu tặng sách quý trên đất Sen hồng Đồng Tháp,2,1,50.0
1363,WWQkClEUZgQ,youtube,Trung Nguyên Legend,video,2019-09-04,664,21,3.1627,0.0,Tổng kết Hành Trình Từ Trái Tim Vùng Biển Đảo 2019,2,0,0.0
1370,ZOzB1kEf-FQ,youtube,Trung Nguyên Legend,video,2019-07-05,4000,21,0.525,0.0,Hướng dẫn sử dụng máy tạo bọt sữa tự động Legendccino IV,5,0,0.0
1381,lzfvv0e19gI,youtube,Trung Nguyên Legend,video,2019-06-22,1229,21,1.7087,0.0,Hành Trình Từ Trái Tim đem sách quý đến vùng biển đảo xa xôi của vịnh Bắc Bộ,1,0,0.0
432,5YIksUI6As4,youtube,Trung Nguyên Legend,video,2026-03-27,2279,20,0.8776,0.0,🌟 Ấn tượng của Á hậu Cẩm Ly khi tham gia Hành trình Từ Trái Tim?,0,0,
1300,bIFE5wAFP4U,youtube,Trung Nguyên Legend,video,2020-07-05,1441,20,1.3879,0.0,Teaser_Nền văn minh cà phê Ottoman,1,0,0.0
1226,0Jh9Ypz0LJE,youtube,Trung Nguyên Legend,video,2021-12-29,633,20,3.1596,0.0,MẬT MÃ THÀNH CÔNG | Đế quốc Hà Lan - Từ thành phố vô danh thành Đế quốc toàn cầu,1,0,0.0
1161,f49_6tCI79c,youtube,Trung Nguyên Legend,video,2023-03-13,939,20,2.1299,0.0,Thưởng thức tinh hoa ẩm thực cùng cà phê,0,0,
477,QzGHh0i3sMY,youtube,Trung Nguyên Legend,video,2025-03-15,1091,20,1.8332,0.0,☕G7 Gold - Tuyệt phẩm Cà phê năng lượng thứ thiệt chinh phục người yêu cà phê tham gia lễ hội ✨,0,0,
